userId,name,email,birthDate,isPremium,interests,totalSpent,createdAt
USR00204,Daniela Navarro,daniela.navarro504@gmail.com,1966-12-21,false,libros|cocina,13459.31,2024-10-29
USR00205,Javier Espinoza,javier.espinoza918@hotmail.com,1993-08-02,false,electrónica|deportes|hogar|automóviles,1122.46,2025-05-14
USR00206,Ana Gutiérrez,ana.gutierrez679@yahoo.com,2000-12-03,false,gaming|fotografía|cocina,10510.88,2022-08-29
USR00207,Alejandro Medina,alejandro.medina279@icloud.com,1969-11-21,false,deportes|viajes|libros,1584.87,2024-01-16
USR00208,Patricia Mendoza,patricia.mendoza417@hotmail.com,1985-04-10,false,belleza|arte,6950.2,2020-05-06
USR00209,Laura Flores,laura.flores827@hotmail.com,1969-02-03,false,oficina|moda|viajes|fitness,14526.0,2023-06-12
USR00210,Mauricio Martínez,mauricio.martinez694@outlook.com,1989-12-09,false,cocina|música|tecnología|cine,1420.88,2020-02-22
USR00211,Diego Sánchez,diego.sanchez13@hotmail.com,2001-12-13,false,gaming|libros,5583.6,2019-12-11
USR00212,Fernanda Guerrero,fernanda.guerrero266@hotmail.com,1993-12-23,false,tecnología|deportes,12139.48,2020-01-12
USR00213,Natalia Sánchez,natalia.sanchez44@gmail.com,1982-03-03,false,moda|música|jardín|cine|mascotas,2592.11,2021-05-29
USR00214,Isabella Reyes,isabella.reyes287@outlook.com,1989-09-14,false,libros|moda|gaming|fotografía|mascotas,914.69,2022-02-19
USR00215,Pablo Ramírez,pablo.ramirez430@gmail.com,1982-02-27,false,automóviles|gaming|belleza,7195.27,2024-06-08
